Name,Link,Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Keurmerken,Toegankelijkheid,Soort garage,Postal Code Generic,PostalCode,Latitude,Longitude,Price,Sale type,Price per m2,Surface
Hoofdweg 187 II,https://www.funda.nl/koop/amsterdam/appartement-41407162-hoofdweg-187-ii/?navigateSource=resultlist,€ 325.000 k.k.,€ 5.702,2 weken,Beschikbaar,In overleg,€ 122 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,57 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,TV kabel,Niet verplicht,"Dakisolatie, muurisolatie en dubbel glas",Cv-ketel,1057CS,-,-,-,1057,1057CS,52.36372,4.85289,325000,K.K.,5702,57
Steenderenstraat 60,https://www.funda.nl/koop/amsterdam/appartement-41405615-steenderenstraat-60/?navigateSource=resultlist,€ 225.000 k.k.,€ 2.528,2 weken,Beschikbaar,In overleg,€ 146 per maand,Bovenwoning (appartement met open portiek),Bestaande bouw,1983,Plat dak bedekt met bitumineuze dakbedekking,89 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,"C 1,37 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1107LD,-,-,-,1107,1107LD,52.2944,4.98228,225000,K.K.,2528,89
Nicolaas Anslijnstraat 178,https://www.funda.nl/koop/amsterdam/appartement-87855018-nicolaas-anslijnstraat-178/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.395,2 weken,Beschikbaar,In overleg,€ 265 per maand,Bovenwoning (appartement),Bestaande bouw,1964,Plat dak bedekt met bitumineuze dakbedekking,81 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,5e woonlaag,Mechanische ventilatie en TV kabel,G Wat betekent dit?,Dubbel glas,Blokverwarming,1068XA,-,-,-,1068,1068XA,52.35751,4.80791,275000,K.K.,3395,81
Nicolaas Anslijnstraat 186,https://www.funda.nl/koop/amsterdam/appartement-40349420-nicolaas-anslijnstraat-186/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.086,6 weken,Beschikbaar,In overleg,€ 265 per maand,Maisonnette (appartement),Bestaande bouw,1963,Plat dak,81 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,-,Lift,-,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,-,-,-,1068,1068XA,52.35751,4.80791,250000,K.K.,3086,81
Nicolaas Anslijnstraat 179,https://www.funda.nl/koop/amsterdam/appartement-41459917-nicolaas-anslijnstraat-179/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.313,5 weken,Verkocht onder voorbehoud,In overleg,€ 225 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,10e woonlaag,-,-,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,-,-,-,1068,1068XA,52.35751,4.80791,275000,K.K.,3313,83
Nicolaas Anslijnstraat 180,https://www.funda.nl/koop/amsterdam/appartement-41459914-nicolaas-anslijnstraat-180/?navigateSource=resultlist,€ 225.000 k.k.,€ 2.711,5 weken,Verkocht onder voorbehoud,In overleg,€ 225 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,6e woonlaag,-,Niet beschikbaar,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,-,-,-,1068,1068XA,52.35751,4.80791,225000,K.K.,2711,83
Admiraal De Ruijterweg 413 -3,https://www.funda.nl/koop/amsterdam/appartement-87854945-admiraal-de-ruijterweg-413-3/?navigateSource=resultlist,€ 375.000 k.k.,€ 5.952,2 weken,Beschikbaar,In overleg,€ 110 per maand,Bovenwoning (appartement),Bestaande bouw,1925,Plat dak bedekt met bitumineuze dakbedekking,63 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,F Wat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,1055MD,-,-,-,1055,1055MD,52.3786,4.85705,375000,K.K.,5952,63
Grootzeil 199,https://www.funda.nl/koop/amsterdam/appartement-41498332-grootzeil-199/?navigateSource=resultlist,€ 300.000 k.k.,€ 3.261,3 weken,Beschikbaar,In overleg,€ 92 per maand,Portiekflat (appartement),Bestaande bouw,1976,Plat dak bedekt met bitumineuze dakbedekking,92 m²,8 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Sauna en douche,1 woonlaag,1e woonlaag,"Mechanische ventilatie, TV kabel en sauna",C Wat betekent dit?,Geen isolatie,Cv-ketel en gedeeltelijke vloerverwarming,1034LW,-,-,-,1034,1034LW,52.40877,4.92255,300000,K.K.,3261,92
Tweede Atjehstraat 5 C,https://www.funda.nl/koop/amsterdam/appartement-41453894-tweede-atjehstraat-5-c/?navigateSource=resultlist,€ 400.000 k.k.,€ 5.714,4 weken,Beschikbaar,In overleg,€ 108 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,5e woonlaag,"TV kabel, lift, dakraam en glasvezelkabel",C Wat betekent dit?,Dubbel glas,Cv-ketel,1094KZ,-,-,-,1094,1094KZ,52.362120000000004,4.93381,400000,K.K.,5714,70
Nicolaas Anslijnstraat 44,https://www.funda.nl/koop/amsterdam/appartement-86784698-nicolaas-anslijnstraat-44/?navigateSource=resultlist,€ 280.000 k.k.,€ 3.457,2 maanden,Beschikbaar,In overleg,€ 265 per maand,Maisonnette,Bestaande bouw,1964,Plat dak bedekt met bitumineuze dakbedekking,81 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,3e woonlaag,TV kabel en lift,D Wat betekent dit?,Gedeeltelijk dubbel glas,Blokverwarming,1068WN,Energie Prestatie Advies,-,-,1068,1068WN,52.35751,4.80791,280000,K.K.,3457,81
Goeman Borgesiusstraat 4 F,https://www.funda.nl/koop/amsterdam/appartement-40219424-goeman-borgesiusstraat-4-f/?navigateSource=resultlist,€ 340.000 k.k.,€ 3.434,3 maanden,Beschikbaar,In overleg,€ 120 per maand,Maisonnette (dubbel bovenhuis),Bestaande bouw,1957,-,99 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,5e woonlaag,"Lift, mechanische ventilatie en TV kabel","A 0,91 Wat betekent dit?",Volledig geïsoleerd,Cv-ketel,1067LN,-,-,-,1067,1067LN,52.37717,4.79784,340000,K.K.,3434,99
Goeman Borgesiusstraat 4 C,https://www.funda.nl/koop/amsterdam/appartement-40218236-goeman-borgesiusstraat-4-c/?navigateSource=resultlist,€ 340.000 k.k.,€ 3.434,3 maanden,Beschikbaar,In overleg,€ 120 per maand,Maisonnette (appartement),Bestaande bouw,1957,Plat dak bedekt met bitumineuze dakbedekking,99 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad,2 woonlagen,4e woonlaag,Mechanische ventilatie en lift,A Wat betekent dit?,Dubbel glas,Cv-ketel,1067LN,-,-,-,1067,1067LN,52.37717,4.79784,340000,K.K.,3434,99
Adolphine Eduardine Kokplantsoen 42,https://www.funda.nl/koop/amsterdam/appartement-40006330-adolphine-eduardine-kokplantsoen-42/?navigateSource=resultlist,€ 325.000 k.k.,€ 3.457,6+ maanden,Beschikbaar,In overleg,€ 160 per maand,Galerijflat (appartement),Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,94 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,6e woonlaag,"Mechanische ventilatie, TV kabel, lift en schuifpui",B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1063PV,-,-,Parkeerplaats,1063,1063PV,52.37998,4.8173,325000,K.K.,3457,94
Adolphine Eduardine Kokplantsoen 44,https://www.funda.nl/koop/amsterdam/appartement-86628892-adolphine-eduardine-kokplantsoen-44/?navigateSource=resultlist,€ 289.000 k.k.,€ 3.141,4 maanden,Verkocht onder voorbehoud,In overleg,€ 160 per maand,Bovenwoning,Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,92 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,6 woonlagen,6e woonlaag,Elektra,-,Volledig geïsoleerd,Cv-ketel,1063PV,-,Toegankelijk voor ouderen,Inpandig,1063,1063PV,52.37998,4.8173,289000,K.K.,3141,92
Adolphine Eduardine Kokplantsoen 30,https://www.funda.nl/koop/amsterdam/appartement-40007500-adolphine-eduardine-kokplantsoen-30/?navigateSource=resultlist,€ 295.000 k.k.,€ 3.138,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 130 per maand,Bovenwoning (appartement),Bestaande bouw,1996,-,94 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,6 woonlagen,4e woonlaag,"Mechanische ventilatie, TV kabel, buitenzonwering en lift",-,Dubbel glas,Cv-ketel,1063PV,-,-,Parkeerplaats,1063,1063PV,52.37998,4.8173,295000,K.K.,3138,94
Johan Hofmanstraat 151,https://www.funda.nl/koop/amsterdam/appartement-41402508-johan-hofmanstraat-151/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.646,2 weken,Onder bod,In overleg,€ 142 per maand,Galerijflat (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,96 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,4e woonlaag,"Mechanische ventilatie, TV kabel en lift",A Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1069KD,-,-,-,1069,1069KD,52.35253,4.79654,350000,K.K.,3646,96
Johan Hofmanstraat 287,https://www.funda.nl/koop/amsterdam/appartement-40227712-johan-hofmanstraat-287/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.646,3 maanden,Onder optie,In overleg,€ 107 per maand,Bovenwoning (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,96 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,Elektra,Niet beschikbaar,Muurisolatie,Cv-ketel,1069KD,-,Toegankelijk voor ouderen,-,1069,1069KD,52.35253,4.79654,350000,K.K.,3646,96
Johan Hofmanstraat 339,https://www.funda.nl/koop/amsterdam/appartement-41458660-johan-hofmanstraat-339/?navigateSource=resultlist,€ 349.399 k.k.,€ 3.602,5 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,97 m²,6 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,5e woonlaag,Elektra,A Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1069KD,-,-,Parkeerplaats,1069,1069KD,52.35253,4.79654,349399,K.K.,3602,97
Mosveld 98 D,https://www.funda.nl/koop/amsterdam/appartement-87865798-mosveld-98-d/?navigateSource=resultlist,€ 310.000 k.k.,€ 5.082,2 weken,Verkocht onder voorbehoud,In overleg,€ 117 per maand,Bovenwoning (appartement),Bestaande bouw,2012,Plat dak bedekt met bitumineuze dakbedekking,61 m²,17 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,2 woonlagen,2e woonlaag,Mechanische ventilatie en TV kabel,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1032GG,-,-,-,1032,1032GG,52.391928,4.913869999999998,310000,K.K.,5082,61
Burgemeester Van de Pollstraat 52 B,https://www.funda.nl/koop/amsterdam/appartement-41408193-burgemeester-van-de-pollstraat-52-b/?navigateSource=resultlist,€ 300.000 k.k.,€ 4.110,2 weken,Onder bod,In overleg,€ 133 per maand,Bovenwoning (appartement),Bestaande bouw,1987,Plat dak bedekt met bitumineuze dakbedekking,73 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen,2e woonlaag,TV kabel,C Wat betekent dit?,Dubbel glas,Cv-ketel,1064AS,-,-,-,1064,1064AS,52.37378,4.832330000000002,300000,K.K.,4110,73
Loevestein 169,https://www.funda.nl/koop/amsterdam/appartement-41494523-loevestein-169/?navigateSource=resultlist,€ 385.000 k.k.,€ 5.500,2 weken,Verkocht onder voorbehoud,In overleg,€ 140 per maand,Bovenwoning (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1082XG,-,-,-,1082,1082XG,52.33175,4.87351,385000,K.K.,5500,70
Giessenburg 36,https://www.funda.nl/koop/amsterdam/appartement-41499938-giessenburg-36/?navigateSource=resultlist,€ 380.000 k.k.,€ 4.368,3 weken,Onder bod,In overleg,€ 212 per maand,Galerijflat (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,87 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,3e woonlaag,Buitenzonwering,F Wat betekent dit?,Dubbel glas,Blokverwarming,1082CW,-,-,-,1082,1082CW,52.32562,4.8756,380000,K.K.,4368,87
Giessenburg 6,https://www.funda.nl/koop/amsterdam/appartement-86674983-giessenburg-6/?navigateSource=resultlist,€ 349.000 k.k.,€ 5.288,3 maanden,-,-,-,Galerijflat (appartement),Bestaande bouw,1968,-,-,223 m³,3 kamers (2 slaapkamers),-,-,-,-,-,-,-,-,1082CW,-,-,-,1082,1082CW,52.32562,4.8756,349000,K.K.,5288,0
IJdoornlaan 1463 D,https://www.funda.nl/koop/amsterdam/appartement-87831939-ijdoornlaan-1463-d/?navigateSource=resultlist,€ 350.000 k.k.,€ 4.795,3 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 174 per maand,Bovenwoning (appartement),Bestaande bouw,2018,-,73 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,-,1 woonlaag,2e woonlaag,"Mechanische ventilatie, TV kabel en lift",A Wat betekent dit?,Volledig geïsoleerd,Stadsverwarming,1034BM,-,-,-,1034,1034BM,52.407721,4.917717,350000,K.K.,4795,73
IJdoornlaan 1449 A,https://www.funda.nl/koop/amsterdam/appartement-41469561-ijdoornlaan-1449-a/?navigateSource=resultlist,€ 345.000 k.k.,€ 4.600,4 weken,Verkocht onder voorbehoud,In overleg,€ 176 per maand,Bovenwoning (appartement),Bestaande bouw,2019,-,75 m²,5 m²,3 kamers (2 slaapkamers),-,-,5 woonlagen,4e woonlaag,Elektrische deur,"A 0,63 Wat betekent dit?",Volledig geïsoleerd,Stadsverwarming,1034BM,-,-,Inpandig,1034,1034BM,52.407721,4.917717,345000,K.K.,4600,75
Osdorper Ban 189,https://www.funda.nl/koop/amsterdam/appartement-87831262-osdorper-ban-189/?navigateSource=resultlist,€ 260.000 k.k.,€ 3.939,3 weken,Onder bod,In overleg,€ 120 per maand,Galerijflat (appartement),Bestaande bouw,1960,Plat dak bedekt met bitumineuze dakbedekking,66 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Stadsverwarming,1068LV,-,-,-,1068,1068LV,52.36047,4.7918699999999985,260000,K.K.,3939,66
Osdorper Ban 185,https://www.funda.nl/koop/amsterdam/appartement-86574448-osdorper-ban-185/?navigateSource=resultlist,€ 240.000 k.k.,€ 3.529,6+ maanden,-,-,-,Galerijflat (appartement),Bestaande bouw,1960,-,-,179 m³,3 kamers (2 slaapkamers),-,-,-,-,-,"E 2,24 Wat betekent dit?",-,-,1068LV,-,-,-,1068,1068LV,52.36047,4.7918699999999985,240000,K.K.,3529,0
Lekstraat 73 3,https://www.funda.nl/koop/amsterdam/appartement-87821815-lekstraat-73-3/?navigateSource=resultlist,€ 380.000 k.k.,€ 6.786,4 weken,Verkocht onder voorbehoud,In overleg,€ 115 per maand,Bovenwoning (appartement),Bestaande bouw,1934,-,56 m²,20 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,3e woonlaag,Mechanische ventilatie en TV kabel,D Wat betekent dit?,"Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1079EM,-,-,-,1079,1079EM,52.344409999999996,4.90489,380000,K.K.,6786,56
Javastraat 74 3,https://www.funda.nl/koop/amsterdam/appartement-87821622-javastraat-74-3/?navigateSource=resultlist,€ 325.000 k.k.,€ 6.019,4 weken,Verkocht onder voorbehoud,In overleg,€ 93 per maand,Bovenwoning (appartement),Bestaande bouw,1905,Samengesteld dak bedekt met bitumineuze dakbedekking,54 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,-,D Wat betekent dit?,"Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1094HL,-,-,-,1094,1094HL,52.36372,4.93468,325000,K.K.,6019,54
Wijnand Nuijenstraat 110,https://www.funda.nl/koop/amsterdam/appartement-41467060-wijnand-nuijenstraat-110/?navigateSource=resultlist,€ 375.000 k.k.,€ 4.261,4 weken,Onder bod,In overleg,€ 146 per maand,Bovenwoning (appartement),Bestaande bouw,2006,Plat dak bedekt met bitumineuze dakbedekking,88 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,"Mechanische ventilatie, TV kabel en lift",A Wat betekent dit?,Dubbel glas,Cv-ketel,1061WB,-,-,-,1061,1061WB,52.3664,4.84088,375000,K.K.,4261,88
Sint Gilleshof 8,https://www.funda.nl/koop/amsterdam/appartement-41450380-sint-gilleshof-8/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.608,5 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 195 per maand,Portiekflat (appartement),Bestaande bouw,1993,Plat dak bedekt met bitumineuze dakbedekking,97 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,"Mechanische ventilatie, TV kabel, lift en schuifpui",C Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1066PZ,-,-,-,1066,1066PZ,52.3452,4.80904,350000,K.K.,3608,97
Sint Gilleshof 4,https://www.funda.nl/koop/amsterdam/appartement-86797194-sint-gilleshof-4/?navigateSource=resultlist,€ 375.000 k.k.,€ 4.261,7 weken,Beschikbaar,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1993,Plat dak bedekt met bitumineuze dakbedekking,88 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Begane grond,-,B Wat betekent dit?,Dubbel glas,Cv-ketel,1066PZ,-,-,-,1066,1066PZ,52.3452,4.80904,375000,K.K.,4261,88
Osdorper Ban 667,https://www.funda.nl/koop/amsterdam/appartement-41458569-osdorper-ban-667/?navigateSource=resultlist,€ 325.000 k.k.,€ 3.457,5 weken,Onder bod,In overleg,€ 117 per maand,Bovenwoning,Bestaande bouw,2006,-,94 m²,13 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,-,"Mechanische ventilatie, TV kabel en lift",A Wat betekent dit?,Vloerisolatie en dubbel glas,Cv-ketel,1069GA,-,-,Parkeerkelder en parkeerplaats,1069,1069GA,52.36047,4.791869999999999,325000,K.K.,3457,94
Osdorper Ban 731,https://www.funda.nl/koop/amsterdam/appartement-41406011-osdorper-ban-731/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.241,2 weken,Verkocht onder voorbehoud,In overleg,€ 167 per maand,Tussenverdieping (appartement),Bestaande bouw,-,Plat dak,108 m²,13 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,Elektra en stromend water,A Wat betekent dit?,Vloerisolatie en volledig geïsoleerd,Cv-ketel,1069GA,-,-,-,1069,1069GA,52.36047,4.791869999999999,350000,K.K.,3241,108
Von Zesenstraat 334,https://www.funda.nl/koop/amsterdam/appartement-86706946-von-zesenstraat-334/?navigateSource=resultlist,€ 360.000 k.k.,€ 5.373,6 weken,Verkocht onder voorbehoud,In overleg,€ 82 per maand,Bovenwoning (appartement),Bestaande bouw,1981,Plat dak,67 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,3e woonlaag,TV kabel,C Wat betekent dit?,Dubbel glas en volledig geïsoleerd,Cv-ketel,1093BJ,-,-,-,1093,1093BJ,52.36426,4.92603,360000,K.K.,5373,67
Von Zesenstraat 324,https://www.funda.nl/koop/amsterdam/appartement-40340935-von-zesenstraat-324/?navigateSource=resultlist,€ 350.000 k.k.,€ 5.303,6 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1981,Plat dak bedekt met bitumineuze dakbedekking,66 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1093BJ,-,-,-,1093,1093BJ,52.36426,4.92603,350000,K.K.,5303,66
Langswater 710,https://www.funda.nl/koop/amsterdam/appartement-40348311-langswater-710/?navigateSource=resultlist,€ 225.000 k.k.,€ 3.214,6 weken,Verkocht onder voorbehoud,In overleg,€ 233 per maand,Galerijflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,70 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,13 woonlagen,5e woonlaag,"Lift, rolluiken en TV kabel",E Wat betekent dit?,Gedeeltelijk dubbel glas,Stadsverwarming,1069EG,-,Toegankelijk voor ouderen,-,1069,1069EG,52.35674,4.78926,225000,K.K.,3214,70
S. F. van Ossstraat 332,https://www.funda.nl/koop/amsterdam/appartement-40346214-s-f-van-ossstraat-332/?navigateSource=resultlist,€ 260.000 k.k.,€ 3.291,6 weken,Verkocht onder voorbehoud,In overleg,€ 221 per maand,Galerijflat (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,79 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,7e woonlaag,Lift en TV kabel,C Wat betekent dit?,Gedeeltelijk dubbel glas,Blokverwarming,1068JS,-,-,-,1068,1068JS,52.35626,4.81384,260000,K.K.,3291,79
Johan Hofmanstraat 142,https://www.funda.nl/koop/amsterdam/appartement-40337119-johan-hofmanstraat-142/?navigateSource=resultlist,€ 390.000 k.k.,€ 3.482,7 weken,Verkocht onder voorbehoud,In overleg,€ 187 per maand,Galerijflat (appartement),Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,112 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,TV kabel en lift,A Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1069KE,-,-,Parkeerkelder en parkeerplaats,1069,1069KE,52.35253,4.79654,390000,K.K.,3482,112
Johan Hofmanstraat 224,https://www.funda.nl/koop/amsterdam/appartement-41424729-johan-hofmanstraat-224/?navigateSource=resultlist,€ 349.000 k.k.,€ 3.598,Vandaag,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,97 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Mechanische ventilatie en lift,Niet beschikbaar,Muurisolatie en dubbel glas,Cv-ketel,1069KE,-,-,-,1069,1069KE,52.35253,4.79654,349000,K.K.,3598,97
Johan Hofmanstraat 104 .,https://www.funda.nl/koop/amsterdam/appartement-40343929-johan-hofmanstraat-104/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.646,5 weken,Verkocht onder voorbehoud,In overleg,€ 173 per maand,Portiekflat (appartement),Bestaande bouw,2008,Plat dak,96 m²,7 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,1e woonlaag,TV kabel,Niet beschikbaar,"Dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Cv-ketel,1069KE,-,-,Inpandig,1069,1069KE,52.35253,4.79654,350000,K.K.,3646,96
Johan Hofmanstraat 192,https://www.funda.nl/koop/amsterdam/appartement-40295736-johan-hofmanstraat-192/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.608,4 maanden,Verkocht onder voorbehoud,In overleg,-,Benedenwoning,Bestaande bouw,-,-,97 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,3 woonlagen,Begane grond,Mechanische ventilatie,Niet beschikbaar,-,Cv-ketel,1069KE,-,-,Inpandig,1069,1069KE,52.35253,4.79654,350000,K.K.,3608,97
