Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Link,Keurmerken,Toegankelijkheid,Soort garage
€ 325.000 k.k.,€ 3.611,4 oktober 2019,Beschikbaar,In overleg,€ 103 per maand,Portiekflat (appartement),Bestaande bouw,2006,-,90 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,5 woonlagen,1e woonlaag,-,B Wat betekent dit?,-,Cv-ketel,1069KA,https://www.funda.nl/koop/amsterdam/appartement-87875610-willem-heselaarsstraat-14/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 2.907,5 oktober 2019,Beschikbaar,In overleg,-,Galerijflat (appartement),Bestaande bouw,1969,Plat dak bedekt met bitumineuze dakbedekking,86 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,E Wat betekent dit?,Dubbel glas,Blokverwarming,1025ZD,https://www.funda.nl/koop/amsterdam/appartement-41411916-amerbos-261/?navigateSource=resultlist,-,-,-
€ 237.500 k.k.,€ 3.125,2 oktober 2019,Beschikbaar,In overleg,€ 142 per maand,Tussenverdieping (appartement),Bestaande bouw,1982,Plat dak bedekt met bitumineuze dakbedekking,76 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,1e woonlaag,Elektra,-,Volledig geïsoleerd en dubbel glas,Cv-ketel,1106BN,https://www.funda.nl/koop/amsterdam/appartement-87868702-papendrechtstraat-69/?navigateSource=resultlist,Energie Prestatie Advies,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
€ 395.000 k.k.,€ 5.563,2 weken,Beschikbaar,In overleg,€ 110 per maand,Portiekflat (appartement),Bestaande bouw,1965,Plat dak,71 m²,7 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,TV kabel,"F 2,90 Wat betekent dit?",Dubbel glas,Cv-ketel,1082SL,https://www.funda.nl/koop/amsterdam/appartement-41401579-ennemaborg-3/?navigateSource=resultlist,-,-,-
€ 319.000 k.k.,€ 5.596,2 weken,Beschikbaar,In overleg,€ 75 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak,57 m²,7 m²,3 kamers (2 slaapkamers),-,-,5 woonlagen,2e woonlaag,Mechanische ventilatie,E Wat betekent dit?,Dubbel glas,Cv-ketel,1055AZ,https://www.funda.nl/koop/amsterdam/appartement-41408153-griseldestraat-38-i/?navigateSource=resultlist,-,-,-
€ 289.000 k.k.,€ 2.890,4 weken,Beschikbaar,In overleg,€ 160 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,100 m²,7 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,3e woonlaag,Elektra,Niet beschikbaar,Gedeeltelijk dubbel glas,Gaskachels,1065GR,https://www.funda.nl/koop/amsterdam/appartement-41469010-esther-de-boer-van-rijkstraat-102-ii/?navigateSource=resultlist,-,-,-
€ 239.000 k.k.,€ 2.255,5 weken,Beschikbaar,In overleg,€ 324 per maand,Portiekflat (appartement),Bestaande bouw,1975,Plat dak,106 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,10e woonlaag,Elektra,-,Dakisolatie,Blokverwarming,1103NB,https://www.funda.nl/koop/amsterdam/appartement-41451211-groenhoven-860/?navigateSource=resultlist,-,-,-
€ 218.500 k.k.,€ 3.035,5 weken,Beschikbaar,In overleg,€ 278 per maand,Galerijflat (appartement),Bestaande bouw,1986,Plat dak bedekt met bitumineuze dakbedekking,72 m²,14 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1107EX,https://www.funda.nl/koop/amsterdam/appartement-87814045-reigersbos-177/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 4.071,5 weken,Beschikbaar,In overleg,€ 69 per maand,Maisonnette (appartement),Bestaande bouw,1987,Plat dak,70 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,1e woonlaag,"Mechanische ventilatie, TV kabel en schuifpui","C 1,40 Wat betekent dit?",Dubbel glas en volledig geïsoleerd,Cv-ketel,1025VN,https://www.funda.nl/koop/amsterdam/appartement-87812256-loenermark-828/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 2.941,5 weken,Beschikbaar,In overleg,€ 292 per maand,Portiekflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,102 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,12 woonlagen,2e woonlaag,Elektra,F Wat betekent dit?,Geen isolatie,Blokverwarming,1024AA,https://www.funda.nl/koop/amsterdam/appartement-41456441-jisperveldstraat-28/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.086,6 weken,Beschikbaar,In overleg,€ 265 per maand,Maisonnette (appartement),Bestaande bouw,1963,Plat dak,81 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,-,Lift,-,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,https://www.funda.nl/koop/amsterdam/appartement-40349420-nicolaas-anslijnstraat-186/?navigateSource=resultlist,-,-,-
€ 349.000 k.k.,€ 3.262,8 weken,Beschikbaar,In overleg,€ 147 per maand,Portiekwoning (appartement),Bestaande bouw,2006,-,107 m²,2 m²,4 kamers (3 slaapkamers),1 badkamer,Ligbad en douche,8 woonlagen,1e woonlaag,-,A Wat betekent dit?,-,Cv-ketel,1067JR,https://www.funda.nl/koop/amsterdam/appartement-86799101-lambertus-zijlplein-43/?navigateSource=resultlist,-,-,-
€ 260.000 k.k.,€ 3.939,2 maanden,Beschikbaar,In overleg,€ 101 per maand,Bovenwoning,Bestaande bouw,-,-,66 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,-,B Wat betekent dit?,-,Stadsverwarming,1067JK,https://www.funda.nl/koop/amsterdam/appartement-86785248-sam-van-houtenstraat-275-d/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 4.301,2 maanden,Beschikbaar,In overleg,€ 110 per maand,Portiekflat (appartement),Bestaande bouw,2008,Plat dak,93 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,19e woonlaag,"Mechanische ventilatie, TV kabel en lift",Niet beschikbaar,Volledig geïsoleerd,Stadsverwarming,1061XZ,https://www.funda.nl/koop/amsterdam/appartement-86773729-jan-evertsenstraat-705/?navigateSource=resultlist,-,-,-
€ 279.500 k.k.,€ 3.583,2 maanden,Beschikbaar,Per direct beschikbaar,€ 180 per maand,Galerijflat (appartement),Bestaande bouw,1961,-,78 m²,6 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Elektra,"D 2,02 Wat betekent dit?",-,Blokverwarming,1069DW,https://www.funda.nl/koop/amsterdam/appartement-86753895-tussen-meer-198/?navigateSource=resultlist,-,-,-
€ 335.000 k.k.,€ 3.490,3 maanden,Beschikbaar,In overleg,€ 169 per maand,Bovenwoning (appartement),Bestaande bouw,-,Zadeldak bedekt met pannen,96 m²,7 m²,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,Elektra,D Wat betekent dit?,-,Cv-ketel,1065GP,https://www.funda.nl/koop/amsterdam/appartement-40206288-esther-de-boer-van-rijkstraat-66-ii/?navigateSource=resultlist,-,-,-
€ 265.000 k.k.,€ 3.681,6+ maanden,Beschikbaar,In overleg,€ 86 per maand,Bovenwoning (appartement),Bestaande bouw,1976,Plat dak,72 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1034LV,https://www.funda.nl/koop/amsterdam/appartement-40068822-grootzeil-177/?navigateSource=resultlist,-,-,-
€ 205.000 k.k.,€ 3.015,6+ maanden,Beschikbaar,In overleg,€ 87 per maand,Portiekflat,Bestaande bouw,-,-,68 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,-,"D 1,70 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1106DK,https://www.funda.nl/koop/amsterdam/appartement-40493984-voorthuizenstraat-58/?navigateSource=resultlist,-,-,-
€ 395.000 k.k.,€ 5.725,2 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,Voor 1906,Plat dak bedekt met bitumineuze dakbedekking,69 m²,69 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,2 woonlagen,4e woonlaag,Mechanische ventilatie en TV kabel,D Wat betekent dit?,"Dakisolatie, muurisolatie, vloerisolatie en dubbel glas",Cv-ketel,1053LD,https://www.funda.nl/koop/amsterdam/appartement-41400417-bilderdijkstraat-178-iii/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 5.133,2 weken,Onder bod,In overleg,€ 106 per maand,Portiekflat (appartement),Bestaande bouw,1990,-,75 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,-,-,B Wat betekent dit?,-,Cv-ketel,1018WM,https://www.funda.nl/koop/amsterdam/appartement-41494287-jan-witheijnstraat-41/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 3.279,3 weken,Onder bod,In overleg,€ 228 per maand,Galerijflat (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,61 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,10e woonlaag,Lift en TV kabel,-,Gedeeltelijk dubbel glas,Blokverwarming,1069ED,https://www.funda.nl/koop/amsterdam/appartement-41476166-langswater-491/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.313,3 weken,Onder bod,In overleg,-,Galerijflat (appartement),Bestaande bouw,2004,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,4e woonlaag,Mechanische ventilatie en lift,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1064JE,https://www.funda.nl/koop/amsterdam/appartement-41475564-melis-stokehof-84/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 4.914,3 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1952,Plat dak bedekt met bitumineuze dakbedekking,58 m²,12 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,TV kabel,D Wat betekent dit?,Dubbel glas,Cv-ketel,1061DL,https://www.funda.nl/koop/amsterdam/appartement-41464382-jan-van-schaffelaarplantsoen-15-c/?navigateSource=resultlist,-,-,-
€ 310.000 k.k.,€ 6.200,3 weken,Onder bod,In overleg,€ 45 per maand,Bovenwoning (appartement),Bestaande bouw,1928,-,50 m²,50 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,4e woonlaag,Mechanische ventilatie,-,Dubbel glas,Cv-ketel,1057RC,https://www.funda.nl/koop/amsterdam/appartement-87828188-van-spilbergenstraat-119-3/?navigateSource=resultlist,-,-,-
€ 274.000 k.k.,€ 2.740,3 weken,Onder bod,In overleg,€ 325 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,100 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,12 woonlagen,4e woonlaag,Lift en TV kabel,"C 1,58 Wat betekent dit?",Dubbel glas,Stadsverwarming,1069ER,https://www.funda.nl/koop/amsterdam/appartement-41461207-dijkgraafplein-247/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 3.279,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 239 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,61 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,6e woonlaag,"Lift, mechanische ventilatie en TV kabel",-,Dubbel glas,Stadsverwarming,1069EE,https://www.funda.nl/koop/amsterdam/appartement-41468538-langswater-584/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.488,4 weken,Verkocht onder voorbehoud,In overleg,-,Maisonnette (appartement),Bestaande bouw,1995,Samengesteld dak bedekt met bitumineuze dakbedekking,86 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,Elektra,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1034WL,https://www.funda.nl/koop/amsterdam/appartement-41466281-abebe-bikilalaan-27/?navigateSource=resultlist,-,-,-
€ 245.000 k.k.,€ 2.692,4 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1982,Plat dak,91 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,-,C Wat betekent dit?,Dubbel glas,Cv-ketel,1106DP,https://www.funda.nl/koop/amsterdam/appartement-41466622-wamelplein-32/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 3.233,4 weken,Verkocht onder voorbehoud,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,2005,Plat dak bedekt met bitumineuze dakbedekking,116 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Jacuzzi, douche en toilet",1 woonlaag,-,Elektrische deur,A Wat betekent dit?,Dubbel glas,Cv-ketel,1063KX,https://www.funda.nl/koop/amsterdam/appartement-41454174-jan-de-louterstraat-22/?navigateSource=resultlist,-,-,Inpandig en parkeerplaats
€ 295.000 k.k.,€ 3.352,4 weken,Onder bod,In overleg,-,Galerijflat (appartement),Bestaande bouw,1998,Plat dak,88 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,2e woonlaag,"Mechanische ventilatie, lift en schuifpui",B Wat betekent dit?,Dubbel glas,Stadsverwarming,1060PJ,https://www.funda.nl/koop/amsterdam/appartement-41454057-ladogameerhof-85/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.618,4 weken,Verkocht onder voorbehoud,In overleg,€ 210 per maand,Galerijflat (appartement),Bestaande bouw,1957,-,76 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,7e woonlaag,Elektra,E Wat betekent dit?,Geen isolatie,Blokverwarming,1064AG,https://www.funda.nl/koop/amsterdam/appartement-41452971-burgemeester-cramergracht-76/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 3.239,4 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1974,Plat dak bedekt met bitumineuze dakbedekking,88 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,9e woonlaag,Elektra,F Wat betekent dit?,Dubbel glas,Blokverwarming,1025ED,https://www.funda.nl/koop/amsterdam/appartement-41452820-h-cleyndertweg-815/?navigateSource=resultlist,-,-,-
€ 380.000 k.k.,€ 5.278,4 weken,Onder bod,In overleg,€ 264 per maand,Portiekwoning (appartement),Bestaande bouw,1961,Plat dak bedekt met bitumineuze dakbedekking,72 m²,7 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,1e woonlaag,Lift,E Wat betekent dit?,Geen isolatie,Blokverwarming,1082AS,https://www.funda.nl/koop/amsterdam/appartement-87816223-van-boshuizenstraat-471/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.659,5 weken,Verkocht onder voorbehoud,In overleg,€ 176 per maand,Bovenwoning (appartement),Bestaande bouw,2004,Plat dak bedekt met bitumineuze dakbedekking,82 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,Elektra,B Wat betekent dit?,-,Cv-ketel,1067XW,https://www.funda.nl/koop/amsterdam/appartement-41458753-burgemeester-roellstraat-592/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 4.747,5 weken,Verkocht onder voorbehoud,In overleg,€ 202 per maand,Galerijflat (appartement),Bestaande bouw,1962,Plat dak,79 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,TV kabel,"E 2,21 Wat betekent dit?",Dubbel glas,Cv-ketel,1082VN,https://www.funda.nl/koop/amsterdam/appartement-41455649-wijenburg-31/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 3.261,6 weken,Verkocht onder voorbehoud,In overleg,€ 130 per maand,Tussenverdieping (appartement),Bestaande bouw,1966,Plat dak,69 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel en lift,"C 1,53 Wat betekent dit?",Geen isolatie,Cv-ketel,1067BM,https://www.funda.nl/koop/amsterdam/appartement-40341327-ruys-de-beerenbrouckstraat-87/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 4.167,6 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1995,Plat dak bedekt met bitumineuze dakbedekking,66 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,-,B Wat betekent dit?,Dubbel glas,Cv-ketel,1063MA,https://www.funda.nl/koop/amsterdam/appartement-40340272-jan-de-jonghstraat-17/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.303,6 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1981,Plat dak bedekt met bitumineuze dakbedekking,66 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1093BJ,https://www.funda.nl/koop/amsterdam/appartement-40340935-von-zesenstraat-324/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 3.554,6 weken,Verkocht onder voorbehoud,In overleg,€ 147 per maand,Galerijflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,83 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Lift en TV kabel,"D 1,89 Wat betekent dit?",Dubbel glas,Blokverwarming,1069DV,https://www.funda.nl/koop/amsterdam/appartement-40345310-tussen-meer-190/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.731,2 maanden,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1965,Plat dak,67 m²,17 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,C Wat betekent dit?,Dubbel glas,Blokverwarming,1034BS,https://www.funda.nl/koop/amsterdam/appartement-40313723-botterstraat-26/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 2.857,3 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 270 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,70 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer,Douche,1 woonlaag,3e woonlaag,"Lift, mechanische ventilatie en TV kabel",-,Dubbel glas,Stadsverwarming,1069EE,https://www.funda.nl/koop/amsterdam/appartement-40377547-langswater-559/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 3.646,3 maanden,Onder optie,In overleg,€ 107 per maand,Bovenwoning (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,96 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,Elektra,Niet beschikbaar,Muurisolatie,Cv-ketel,1069KD,https://www.funda.nl/koop/amsterdam/appartement-40227712-johan-hofmanstraat-287/?navigateSource=resultlist,-,Toegankelijk voor ouderen,-
€ 269.000 k.k.,€ 2.663,3 maanden,Verkocht onder voorbehoud,In overleg,-,Maisonnette (appartement),Bestaande bouw,1969,Plat dak,101 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,5e woonlaag,-,C Wat betekent dit?,Dubbel glas,Blokverwarming,1069GC,https://www.funda.nl/koop/amsterdam/appartement-40211253-akerwateringstraat-121/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 2.857,3 maanden,Verkocht onder voorbehoud,In overleg,€ 211 per maand,Galerijflat (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,13 woonlagen,11e woonlaag,Lift en TV kabel,-,Gedeeltelijk dubbel glas,Stadsverwarming,1069EC,https://www.funda.nl/koop/amsterdam/appartement-40219214-langswater-365/?navigateSource=resultlist,-,-,-
€ 245.000 k.k.,€ 3.101,3 maanden,Verkocht onder voorbehoud,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,2006,Plat dak bedekt met bitumineuze dakbedekking,79 m²,4 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,2e woonlaag,"Mechanische ventilatie, TV kabel, lift en schuifpui",A Wat betekent dit?,Dubbel glas,Stadsverwarming,1103JT,https://www.funda.nl/koop/amsterdam/appartement-40292915-bijlmerdreef-1102-b/?navigateSource=resultlist,-,-,-
€ 289.000 k.k.,€ 3.141,4 maanden,Verkocht onder voorbehoud,In overleg,€ 160 per maand,Bovenwoning,Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,92 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,6 woonlagen,6e woonlaag,Elektra,-,Volledig geïsoleerd,Cv-ketel,1063PV,https://www.funda.nl/koop/amsterdam/appartement-86628892-adolphine-eduardine-kokplantsoen-44/?navigateSource=resultlist,-,Toegankelijk voor ouderen,Inpandig
€ 349.000 k.k.,€ 3.598,Vandaag,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2009,Plat dak bedekt met bitumineuze dakbedekking,97 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Mechanische ventilatie en lift,Niet beschikbaar,Muurisolatie en dubbel glas,Cv-ketel,1069KE,https://www.funda.nl/koop/amsterdam/appartement-41424729-johan-hofmanstraat-224/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.469,14 oktober 2019,Beschikbaar,Beschikbaar per 2-3-2020,-,Tussenverdieping (appartement),Bestaande bouw,1932,Zadeldak bedekt met bitumineuze dakbedekking,64 m²,64 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,2e woonlaag,-,E Wat betekent dit?,"Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1056DV,https://www.funda.nl/koop/amsterdam/appartement-41423437-vancouverstraat-4-2/?navigateSource=resultlist,-,-,-
€ 270.000 k.k.,€ 3.506,14 oktober 2019,Beschikbaar,In overleg,€ 86 per maand,Bovenwoning (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,77 m²,17 m²,4 kamers (3 slaapkamers),1 badkamer,Douche,1 woonlaag,1e woonlaag,-,C Wat betekent dit?,-,Cv-ketel,1024RW,https://www.funda.nl/koop/amsterdam/appartement-87886417-de-egmondenstraat-61/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 3.010,5 oktober 2019,Beschikbaar,In overleg,€ 138 per maand,Galerijflat (appartement),Bestaande bouw,2014,Plat dak bedekt met bitumineuze dakbedekking,98 m²,8 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,8e woonlaag,"Mechanische ventilatie, TV kabel en lift",Niet beschikbaar,"Muurisolatie, vloerisolatie en dubbel glas",Stadsverwarming,1104EA,https://www.funda.nl/koop/amsterdam/appartement-87875692-kleiburg-844/?navigateSource=resultlist,-,-,-
